time/iterations,time/total_timesteps,time/time_elapsed,train/mean_reward,time/fps,train/reward,train/clip_fraction,train/loss,train/approx_kl,train/explained_variance,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/std,train/value_loss,train/clip_range,train/entropy_loss
8,845824,128,0.22705987,127,-0.9775018,0.14765625,367.8026428222656,0.019801375,0.3921750783920288,4120,0.0001,0.0028353197762044148,1.2404909133911133,404.3920347213745,0.2,-47.36968739032746
9,847872,144,0.22706944,127,-0.22219613,0.1044921875,151.18939208984375,0.010375667,0.28828883171081543,4130,0.0001,0.0010774470880278385,1.240914225578308,460.9096360206604,0.2,-47.38412792682648
10,849920,160,0.22729982,127,5.3489437,0.185693359375,21.385616302490234,0.017154682,0.6206448376178741,4140,0.0001,0.005265685287304223,1.2420623302459717,51.143028426170346,0.2,-47.40047385692596
11,851968,177,0.22771294,126,0.11322462,0.0568359375,368.5816955566406,0.005922201,0.4291900396347046,4150,0.0001,-0.0007109887490514665,1.242135763168335,395.0981425285339,0.2,-47.418947553634645
12,854016,193,0.22806522,127,-22.86572,0.02041015625,278.37274169921875,0.0024332767,0.398360013961792,4160,0.0001,-0.0011060518168960697,1.24216890335083,421.7276858329773,0.2,-47.418637204170224
13,856064,210,0.22812344,126,2.6300316,0.06435546875,84.28353118896484,0.011858378,0.6237814426422119,4170,0.0001,-0.001496579305967316,1.2420039176940918,130.83210275173187,0.2,-47.41682801246643
14,858112,230,0.22845848,124,-0.27531788,0.05283203125,93.51959228515625,0.009712732,0.37398791313171387,4180,0.0001,-0.0020058513757248873,1.2420542240142822,355.3832815170288,0.2,-47.4163242816925
15,860160,246,0.22889668,124,0.7678235,0.05185546875,275.40826416015625,0.010671064,0.4354400038719177,4190,0.0001,-0.0050398251347360205,1.2424229383468628,527.7924941062927,0.2,-47.420615220069884
1,862208,16,0.22892012,123,6.964873,0.01328125,190.50982666015625,0.0041955486,0.35416412353515625,4200,0.0001,-0.002586800425342517,1.2424379587173462,407.2381527900696,0.2,-47.425227880477905
2,864256,33,0.22915334,121,1.3119525,0.182568359375,22.310585021972656,0.011026692,0.7006877958774567,4210,0.0001,-0.002445777031243779,1.2437574863433838,51.207514786720274,0.2,-47.439858484268186
3,866304,49,0.22953118,122,-1.904938,0.06923828125,174.92579650878906,0.010500541,0.4482386112213135,4220,0.0001,-0.009717777668265625,1.2440520524978638,383.86274394989016,0.2,-47.45909740924835
4,868352,67,0.22990584,122,16.015396,0.03330078125,169.0315399169922,0.0062951613,0.392295777797699,4230,0.0001,-0.0048487172862223815,1.2443445920944214,373.3271092414856,0.2,-47.46625244617462
5,870400,83,0.22988804,122,6.8861065,0.100439453125,61.14163589477539,0.03338153,0.5852378606796265,4240,0.0001,-0.0011054244190745522,1.244541883468628,129.73706617355347,0.2,-47.471441984176636
6,872448,99,0.23021409,123,-2.2859464,0.03173828125,93.47676086425781,0.007299946,0.3894248604774475,4250,0.0001,-0.002079848587163724,1.2447420358657837,346.6163414478302,0.2,-47.4733952999115
7,874496,116,0.23044854,122,0.9727792,0.09345703125,141.39454650878906,0.015073566,0.46488410234451294,4260,0.0001,0.002079402886738535,1.2448456287384033,415.391863489151,0.2,-47.4794442653656
8,876544,137,0.2307561,119,4.2412376,0.01865234375,214.4553680419922,0.0021320563,0.37591326236724854,4270,0.0001,-0.001479706344252918,1.2448654174804688,468.8332836151123,0.2,-47.48039050102234
9,878592,156,0.23100601,117,-1.733583,0.177099609375,24.813119888305664,0.020578772,0.7389826774597168,4280,0.0001,0.0005118184664752335,1.246397852897644,52.42531131505966,0.2,-47.49346766471863
10,880640,174,0.23139533,117,-1.3721447,0.032275390625,187.0064239501953,0.0044865054,0.43736374378204346,4290,0.0001,-0.0005923431657720357,1.2465026378631592,450.3744373321533,0.2,-47.51716113090515
11,882688,192,0.23177557,116,3.9646275,0.0498046875,236.85447692871094,0.005134658,0.40580064058303833,4300,0.0001,0.000627011361939367,1.2465554475784302,409.64980030059814,0.2,-47.519058752059934
12,884736,209,0.2317489,117,3.7786624,0.024853515625,73.77106475830078,0.003183878,0.5387314856052399,4310,0.0001,-0.003137889548088424,1.2466851472854614,137.76818101406099,0.2,-47.520882201194766
13,886784,228,0.23207001,116,-3.6225283,0.0591796875,74.91211700439453,0.009858714,0.42202919721603394,4320,0.0001,-0.00830132317787502,1.246739149093628,296.3040507793427,0.2,-47.522993731498715
14,888832,247,0.2325902,115,1.404509,0.043017578125,167.388427734375,0.009263032,0.481330931186676,4330,0.0001,-0.001504778848902788,1.2468562126159668,399.7820854187012,0.2,-47.52486929893494
15,890880,267,0.23262657,114,5.3961916,0.051416015625,153.40176391601562,0.016241966,0.3956955075263977,4340,0.0001,-0.00011238673178013415,1.246851921081543,469.8530294418335,0.2,-47.5265451669693
1,892928,22,0.23291844,89,-0.23487148,0.16708984375,35.67832565307617,0.015137697,0.6869634091854095,4350,0.0001,-0.003097849329788005,1.2473514080047607,58.55042903423309,0.2,-47.53025658130646
2,894976,43,0.23333588,94,-2.2004123,0.0359375,109.12895202636719,0.0071161115,0.4766913056373596,4360,0.0001,-0.004163006575254258,1.2474757432937622,414.19677753448485,0.2,-47.53857846260071
3,897024,62,0.23378092,98,10.912156,0.111669921875,194.70005798339844,0.015002742,0.3582083582878113,4370,0.0001,0.0036387111293151976,1.247466802597046,448.7930197715759,0.2,-47.54085338115692
4,899072,78,0.23378459,103,-10.519906,0.230078125,80.72528839111328,0.018182194,0.6116768717765808,4380,0.0001,0.0036633063573390245,1.2480885982513428,135.5087704896927,0.2,-47.54891357421875
5,901120,98,0.23402557,103,-1.797266,0.160107421875,204.08148193359375,0.017033193,0.38909637928009033,4390,0.0001,-0.004350709934078623,1.2489430904388428,377.5003632068634,0.2,-47.56564314365387
